filza	page	status	trans	scan
04	036v	OK	yes	yes
04	037r	OK	yes	yes
04	037v	OK	yes	yes
04	038r	OK	yes	yes
04	038v	OK	yes	yes
04	039r	OK	yes	yes
04	039v	OK	yes	yes
04	040r	OK	yes	yes
04	040v	OK	yes	yes
04	041r	OK	yes	yes
04	041v	OK	yes	yes
04	042r	OK	yes	yes
04	042v	OK	yes	yes
04	043r	OK	yes	yes
04	043v	OK	yes	yes
04	044r	OK	yes	yes
04	044v	OK	yes	yes
04	045r	OK	yes	yes
04	045v	OK	yes	yes
04	046r	OK	yes	yes
04	046v	OK	yes	yes
04	047r	OK	yes	yes
04	047v	OK	yes	yes
04	048r	OK	yes	yes
04	048v	OK	yes	yes
04	049r	OK	yes	yes
04	049v	OK	yes	yes
04	050r	OK	yes	yes
04	050v	OK	yes	yes
04	051r	OK	yes	yes
04	051v	OK	yes	yes
04	052r	OK	yes	yes
04	052v	OK	yes	yes
04	053r	OK	yes	yes
04	053v	OK	yes	yes
04	054r	OK	yes	yes
04	054v	OK	yes	yes
04	055r	OK	yes	yes
04	055v	OK	yes	yes
04	056r	OK	yes	yes
04	056v	OK	yes	yes
04	057r	OK	yes	yes
04	057v	OK	yes	yes
04	058r	OK	yes	yes
04	058v	OK	yes	yes
04	059r	OK	yes	yes
04	059v	OK	yes	yes
04	060r	OK	yes	yes
04	060v	OK	yes	yes
04	061r	OK	yes	yes
04	061v	OK	yes	yes
04	062r	OK	yes	yes
04	062v	OK	yes	yes
04	063r	OK	yes	yes
04	063v	OK	yes	yes
04	064r	OK	yes	yes
04	064v	OK	yes	yes
04	065r	OK	yes	yes
04	065v	OK	yes	yes
04	066r	OK	yes	yes
04	066v	OK	yes	yes
04	067r	OK	yes	yes
04	067v	OK	yes	yes
04	068r	OK	yes	yes
04	068v	OK	yes	yes
04	069r	OK	yes	yes
04	069v	OK	yes	yes
04	070r	OK	yes	yes
04	070v	OK	yes	yes
04	071r	OK	yes	yes
04	071v	OK	yes	yes
04	072r	OK	yes	yes
04	072v	OK	yes	yes
04	073r	OK	yes	yes
04	073v	OK	yes	yes
04	074r	OK	yes	yes
04	074v	OK	yes	yes
04	075r	OK	yes	yes
04	075v	OK	yes	yes
04	076r	OK	yes	yes
04	076v	OK	yes	yes
04	077r	OK	yes	yes
04	077v	OK	yes	yes
04	078r	OK	yes	yes
04	078v	OK	yes	yes
04	079r	OK	yes	yes
04	079v	OK	yes	yes
04	080r	OK	yes	yes
04	080v	OK	yes	yes
04	081r	OK	yes	yes
04	081v	OK	yes	yes
04	082r	OK	yes	yes
04	082v	OK	yes	yes
04	083r	OK	yes	yes
04	083v	OK	yes	yes
04	084r	OK	yes	yes
04	084v	OK	yes	yes
04	085r	OK	yes	yes
04	085v	OK	yes	yes
04	086r	OK	yes	yes
04	086v	OK	yes	yes
04	087r	OK	yes	yes
04	087v	OK	yes	yes
04	088r	OK	yes	yes
04	088v	OK	yes	yes
04	089r	OK	yes	yes
04	089v	OK	yes	yes
04	090r	OK	yes	yes
04	090v	OK	yes	yes
04	091r	OK	yes	yes
04	091v	OK	yes	yes
04	092r	OK	yes	yes
04	092v	OK	yes	yes
04	093r	OK	yes	yes
04	093v	OK	yes	yes
04	094r	OK	yes	yes
04	094v	OK	yes	yes
04	095r	OK	yes	yes
04	095v	OK	yes	yes
04	096r	OK	yes	yes
04	096v	OK	yes	yes
04	097r	OK	yes	yes
04	097v	OK	yes	yes
04	098r	OK	yes	yes
04	098v	OK	yes	yes
04	099r	OK	yes	yes
04	099v	OK	yes	yes
04	100r	OK	yes	yes
04	100v	OK	yes	yes
04	101r	OK	yes	yes
04	101v	OK	yes	yes
04	102r	OK	yes	yes
04	102v	OK	yes	yes
04	103r	OK	yes	yes
04	103v	OK	yes	yes
04	104r	OK	yes	yes
04	104v	OK	yes	yes
04	105r	OK	yes	yes
04	105v	OK	yes	yes
04	106r	OK	yes	yes
04	106v	OK	yes	yes
04	107r	OK	yes	yes
04	107v	OK	yes	yes
04	108r	OK	yes	yes
04	108v	OK	yes	yes
04	109r	OK	yes	yes
04	109v	OK	yes	yes
04	110r	OK	yes	yes
04	110v	OK	yes	yes
04	111r	OK	yes	yes
04	111v	OK	yes	yes
04	112r	OK	yes	yes
04	112v	OK	yes	yes
04	113r	OK	yes	yes
04	113v	OK	yes	yes
04	114r	OK	yes	yes
04	114v	OK	yes	yes
04	115r	OK	yes	yes
04	115v	OK	yes	yes
04	116r	OK	yes	yes
04	116v	OK	yes	yes
04	117r	OK	yes	yes
04	117v	OK	yes	yes
04	118r	OK	yes	yes
04	118v	OK	yes	yes
04	119r	OK	yes	yes
04	119v	OK	yes	yes
04	120r	OK	yes	yes
04	120v	OK	yes	yes
04	121r	OK	yes	yes
04	121v	OK	yes	yes
04	122r	OK	yes	yes
04	122v	OK	yes	yes
04	123r	OK	yes	yes
04	123v	OK	yes	yes
04	124r	OK	yes	yes
04	124v	OK	yes	yes
04	125r	OK	yes	yes
04	125v	OK	yes	yes
04	126r	OK	yes	yes
04	126v	OK	yes	yes
04	127r	OK	yes	yes
04	127v	OK	yes	yes
04	128r	OK	yes	yes
04	128v	OK	yes	yes
04	129r	OK	yes	yes
04	129v	OK	yes	yes
04	130r	OK	yes	yes
04	130v	OK	yes	yes
04	131r	OK	yes	yes
04	131v	OK	yes	yes
04	132r	OK	yes	yes
04	132v	OK	yes	yes
04	133r	OK	yes	yes
04	133v	OK	yes	yes
04	134r	OK	yes	yes
04	134v	OK	yes	yes
04	135r	OK	yes	yes
04	135v	OK	yes	yes
04	136r	OK	yes	yes
04	136v	OK	yes	yes
04	137r	OK	yes	yes
04	137v	OK	yes	yes
04	138r	OK	yes	yes
04	138v	OK	yes	yes
04	139r	OK	yes	yes
04	139v	OK	yes	yes
04	140r	OK	yes	yes
04	140v	OK	yes	yes
04	141r	OK	yes	yes
04	141v	OK	yes	yes
04	142r	OK	yes	yes
04	142v	OK	yes	yes
04	143r	OK	yes	yes
04	143v	OK	yes	yes
04	144r	OK	yes	yes
04	144v	OK	yes	yes
04	145r	OK	yes	yes
04	145v	OK	yes	yes
04	146r	OK	yes	yes
04	146v	OK	yes	yes
04	147r	OK	yes	yes
04	147v	OK	yes	yes
04	148r	OK	yes	yes
04	148v	OK	yes	yes
04	149r	OK	yes	yes
04	149v	OK	yes	yes
04	150r	OK	yes	yes
04	150v	OK	yes	yes
04	151r	OK	yes	yes
04	151v	OK	yes	yes
04	152r	OK	yes	yes
04	152v	OK	yes	yes
04	153r	OK	yes	yes
04	153v	OK	yes	yes
04	154r	OK	yes	yes
04	154v	OK	yes	yes
04	155r	OK	yes	yes
04	155v	OK	yes	yes
04	156r	OK	yes	yes
04	156v	OK	yes	yes
04	157r	OK	yes	yes
04	157v	OK	yes	yes
04	158r	OK	yes	yes
04	158v	OK	yes	yes
04	159r	OK	yes	yes
04	159v	OK	yes	yes
04	160r	OK	yes	yes
04	160v	OK	yes	yes
04	161r	OK	yes	yes
04	161v	OK	yes	yes
04	162r	OK	yes	yes
04	162v	OK	yes	yes
04	163r	OK	yes	yes
04	163v	OK	yes	yes
04	164r	OK	yes	yes
04	164v	OK	yes	yes
04	165r	OK	yes	yes
04	165v	OK	yes	yes
04	166r	OK	yes	yes
04	166v	OK	yes	yes
04	167r	OK	yes	yes
04	167v	OK	yes	yes
04	168r	OK	yes	yes
04	168v	OK	yes	yes
04	169r	OK	yes	yes
04	169v	OK	yes	yes
04	170r	OK	yes	yes
04	170v	OK	yes	yes
04	171r	OK	yes	yes
04	171v	OK	yes	yes
04	172r	OK	yes	yes
04	172v	OK	yes	yes
04	173r	OK	yes	yes
04	173v	OK	yes	yes
04	174r	OK	yes	yes
04	174v	OK	yes	yes
04	175r	OK	yes	yes
04	175v	OK	yes	yes
04	176r	OK	yes	yes
04	176v	OK	yes	yes
04	177r	OK	yes	yes
04	177v	OK	yes	yes
04	178r	OK	yes	yes
04	178v	OK	yes	yes
04	179r	OK	yes	yes
04	179v	OK	yes	yes
04	180r	OK	yes	yes
04	180v	OK	yes	yes
04	181r	OK	yes	yes
04	181v	OK	yes	yes
04	182r	OK	yes	yes
04	182v	OK	yes	yes
04	183r	OK	yes	yes
04	183v	OK	yes	yes
04	184r	OK	yes	yes
04	184v	OK	yes	yes
04	185r	OK	yes	yes
04	185v	OK	yes	yes
04	186r	OK	yes	yes
04	186v	OK	yes	yes
04	187r	OK	yes	yes
04	187v	OK	yes	yes
04	188r	OK	yes	yes
04	188v	OK	yes	yes
04	189r	OK	yes	yes
04	189v	OK	yes	yes
04	190r	OK	yes	yes
04	190v	OK	yes	yes
04	191r	OK	yes	yes
04	191v	OK	yes	yes
04	192r	OK	yes	yes
04	192v	OK	yes	yes
04	193r	OK	yes	yes
04	193v	OK	yes	yes
04	194r	OK	yes	yes
04	194v	OK	yes	yes
04	195r	OK	yes	yes
04	195v	OK	yes	yes
04	196r	OK	yes	yes
04	196v	OK	yes	yes
04	197r	OK	yes	yes
04	197v	OK	yes	yes
04	198r	OK	yes	yes
04	198v	OK	yes	yes
04	199r	OK	yes	yes
04	199v	OK	yes	yes
04	200r	OK	yes	yes
04	200v	OK	yes	yes
04	201r	OK	yes	yes
04	201v	OK	yes	yes
04	202r	OK	yes	yes
04	202v	OK	yes	yes
04	203r	OK	yes	yes
04	203v	OK	yes	yes
04	204r	OK	yes	yes
04	204v	OK	yes	yes
04	205r	OK	yes	yes
04	205v	OK	yes	yes
04	206r	OK	yes	yes
04	206v	OK	yes	yes
04	207r	OK	yes	yes
04	207v	OK	yes	yes
04	208r	OK	yes	yes
04	208v	OK	yes	yes
04	209r	OK	yes	yes
04	209v	OK	yes	yes
04	210r	OK	yes	yes
04	210v	OK	yes	yes
04	211r	OK	yes	yes
04	211v	OK	yes	yes
04	212r	OK	yes	yes
04	212v	OK	yes	yes
04	213r	OK	yes	yes
04	213v	OK	yes	yes
04	214r	OK	yes	yes
04	214v	OK	yes	yes
04	215r	OK	yes	yes
04	215v	OK	yes	yes
04	216r	OK	yes	yes
04	216v	OK	yes	yes
04	217r	OK	yes	yes
04	217v	OK	yes	yes
04	218r	OK	yes	yes
04	218v	OK	yes	yes
04	219r	OK	yes	yes
04	219v	OK	yes	yes
04	220r	OK	yes	yes
04	220v	OK	yes	yes
04	221r	OK	yes	yes
04	221v	OK	yes	yes
04	222r	OK	yes	yes
04	222v	OK	yes	yes
04	223r	OK	yes	yes
04	223v	OK	yes	yes
04	224r	OK	yes	yes
04	224v	OK	yes	yes
04	225r	OK	yes	yes
04	225v	OK	yes	yes
04	226r	OK	yes	yes
04	226v	OK	yes	yes
04	227r	OK	yes	yes
04	227v	OK	yes	yes
04	228r	OK	yes	yes
04	228v	OK	yes	yes
04	229r	OK	yes	yes
04	229v	OK	yes	yes
04	230r	OK	yes	yes
04	230v	OK	yes	yes
04	231r	OK	yes	yes
04	231v	OK	yes	yes
04	232r	OK	yes	yes
04	232v	OK	yes	yes
04	233r	OK	yes	yes
04	233v	OK	yes	yes
04	234r	OK	yes	yes
04	234v	OK	yes	yes
04	235r	OK	yes	yes
04	235v	OK	yes	yes
04	236r	OK	yes	yes
04	236v	OK	yes	yes
04	237r	OK	yes	yes
04	237v	OK	yes	yes
04	238r	OK	yes	yes
04	238v	OK	yes	yes
04	239r	OK	yes	yes
04	239v	OK	yes	yes
04	240r	OK	yes	yes
04	240v	OK	yes	yes
04	241r	OK	yes	yes
04	241v	OK	yes	yes
04	242r	OK	yes	yes
04	242v	OK	yes	yes
04	243r	OK	yes	yes
04	243v	OK	yes	yes
04	244r	OK	yes	yes
04	244v	OK	yes	yes
04	245r	OK	yes	yes
04	245v	OK	yes	yes
04	246r	OK	yes	yes
04	246v	OK	yes	yes
04	247r	OK	yes	yes
04	247v	OK	yes	yes
04	248r	OK	yes	yes
04	248v	OK	yes	yes
04	249r	OK	yes	yes
04	249v	OK	yes	yes
04	250r	OK	yes	yes
04	250v	OK	yes	yes
04	251r	OK	yes	yes
04	251v	OK	yes	yes
04	252r	OK	yes	yes
04	252v	OK	yes	yes
04	253r	OK	yes	yes
04	253v	OK	yes	yes
04	254r	OK	yes	yes
04	254v	OK	yes	yes
04	255r	OK	yes	yes
04	255v	OK	yes	yes
04	256r	OK	yes	yes
04	256v	OK	yes	yes
04	257r	OK	yes	yes
04	257v	OK	yes	yes
04	258r	OK	yes	yes
04	258v	OK	yes	yes
04	259r	OK	yes	yes
04	259v	OK	yes	yes
04	260r	OK	yes	yes
04	260v	OK	yes	yes
04	261r	OK	yes	yes
04	261v	OK	yes	yes
04	262r	OK	yes	yes
04	262v	OK	yes	yes
04	263r	OK	yes	yes
04	263v	OK	yes	yes
04	264r	OK	yes	yes
04	264v	OK	yes	yes
04	265r	OK	yes	yes
04	265v	OK	yes	yes
04	266r	OK	yes	yes
04	266v	OK	yes	yes
04	267r	OK	yes	yes
04	267v	OK	yes	yes
04	268r	OK	yes	yes
04	268v	OK	yes	yes
04	269r	OK	yes	yes
04	269v	OK	yes	yes
04	270r	OK	yes	yes
04	270v	OK	yes	yes
04	271r	OK	yes	yes
04	271v	OK	yes	yes
04	272r	OK	yes	yes
04	272v	OK	yes	yes
04	273r	OK	yes	yes
04	273v	OK	yes	yes
04	274r	OK	yes	yes
04	274v	OK	yes	yes
04	275r	OK	yes	yes
04	275v	OK	yes	yes
04	276r	OK	yes	yes
04	276v	OK	yes	yes
04	277r	OK	yes	yes
04	277v	OK	yes	yes
04	278r	OK	yes	yes
04	278v	OK	yes	yes
04	279r	OK	yes	yes
04	279v	OK	yes	yes
04	280r	OK	yes	yes
04	280v	OK	yes	yes
04	281r	OK	yes	yes
04	281v	OK	yes	yes
04	282r	OK	yes	yes
04	282v	OK	yes	yes
04	283r	OK	yes	yes
04	283v	OK	yes	yes
04	284r	OK	yes	yes
04	284v	OK	yes	yes
04	285r	OK	yes	yes
04	285v	OK	yes	yes
04	286r	OK	yes	yes
04	286v	OK	yes	yes
04	287r	OK	yes	yes
04	287v	OK	yes	yes
04	288r	OK	yes	yes
04	288v	OK	yes	yes
04	289r	OK	yes	yes
04	289v	OK	yes	yes
04	290r	OK	yes	yes
04	290v	OK	yes	yes
04	291r	OK	yes	yes
04	291v	OK	yes	yes
04	292r	OK	yes	yes
04	292v	OK	yes	yes
04	293r	OK	yes	yes
04	293v	OK	yes	yes
04	294r	OK	yes	yes
04	294v	OK	yes	yes
04	295r	OK	yes	yes
04	295v	OK	yes	yes
04	296r	OK	yes	yes
04	296v	OK	yes	yes
04	297r	OK	yes	yes
04	297v	OK	yes	yes
04	298r	OK	yes	yes
04	298v	OK	yes	yes
04	299r	OK	yes	yes
04	299v	OK	yes	yes
04	300r	OK	yes	yes
04	300v	OK	yes	yes
04	301r	OK	yes	yes
04	301v	OK	yes	yes
04	302r	OK	yes	yes
04	302v	OK	yes	yes
04	303r	OK	yes	yes
04	303v	OK	yes	yes
04	304r	OK	yes	yes
04	304v	OK	yes	yes
04	305r	OK	yes	yes
04	305v	OK	yes	yes
04	306r	OK	yes	yes
04	306v	OK	yes	yes
04	307r	OK	yes	yes
04	307v	OK	yes	yes
04	308r	OK	yes	yes
04	308v	OK	yes	yes
04	309r	OK	yes	yes
04	309v	OK	yes	yes
04	310r	OK	yes	yes
04	310v	OK	yes	yes
04	311r	OK	yes	yes
04	311v	OK	yes	yes
04	312r	OK	yes	yes
04	312v	OK	yes	yes
04	313r	OK	yes	yes
04	313v	OK	yes	yes
04	314r	OK	yes	yes
04	314v	OK	yes	yes
04	315r	OK	yes	yes
04	315v	OK	yes	yes
04	316r	OK	yes	yes
04	316v	OK	yes	yes
04	317r	OK	yes	yes
04	317v	OK	yes	yes
04	318r	OK	yes	yes
04	318v	OK	yes	yes
04	318bisr	OK	yes	yes
04	318bisv	OK	yes	yes
04	319r	OK	yes	yes
04	319v	OK	yes	yes
04	320r	OK	yes	yes
04	320v	OK	yes	yes
04	321r	OK	yes	yes
04	321v	OK	yes	yes
04	322r	OK	yes	yes
04	322v	OK	yes	yes
04	323r	OK	yes	yes
04	323v	OK	yes	yes
04	324r	OK	yes	yes
04	324v	OK	yes	yes
04	325r	OK	yes	yes
04	325v	OK	yes	yes
04	326r	OK	yes	yes
04	326v	OK	yes	yes
04	327r	OK	yes	yes
04	327v	OK	yes	yes
04	328r	OK	yes	yes
04	328v	OK	yes	yes
04	329r	OK	yes	yes
04	329v	OK	yes	yes
04	330r	OK	yes	yes
04	330v	OK	yes	yes
04	331r	OK	yes	yes
04	331v	OK	yes	yes
04	332r	OK	yes	yes
04	332v	OK	yes	yes
04	333r	OK	yes	yes
04	333v	OK	yes	yes
04	334r	OK	yes	yes
04	334v	OK	yes	yes
04	335r	OK	yes	yes
04	335v	OK	yes	yes
04	336r	OK	yes	yes
04	336v	OK	yes	yes
04	337r	OK	yes	yes
04	337v	OK	yes	yes
04	338r	OK	yes	yes
04	338v	OK	yes	yes
04	339r	OK	yes	yes
04	339v	OK	yes	yes
04	340r	OK	yes	yes
04	340v	OK	yes	yes
04	341r	OK	yes	yes
04	341v	OK	yes	yes
04	342r	OK	yes	yes
04	342v	OK	yes	yes
04	343r	OK	yes	yes
04	343v	OK	yes	yes
04	344r	OK	yes	yes
04	344v	OK	yes	yes
04	345r	OK	yes	yes
04	345v	OK	yes	yes
04	346r	OK	yes	yes
04	346v	OK	yes	yes
04	347r	OK	yes	yes
04	347v	OK	yes	yes
04	348r	OK	yes	yes
04	348v	OK	yes	yes
04	349r	OK	yes	yes
04	349v	OK	yes	yes
04	350r	OK	yes	yes
04	350v	OK	yes	yes
04	351r	OK	yes	yes
04	351v	OK	yes	yes
04	352r	OK	yes	yes
04	352v	OK	yes	yes
04	353r	OK	yes	yes
04	353v	OK	yes	yes
04	354r	OK	yes	yes
04	354v	OK	yes	yes
04	355r	OK	yes	yes
04	355v	OK	yes	yes
04	356r	OK	yes	yes
04	356v	OK	yes	yes
04	357r	OK	yes	yes
04	357v	OK	yes	yes
04	358r	OK	yes	yes
04	358v	OK	yes	yes
04	359r	OK	yes	yes
04	359v	OK	yes	yes
04	360r	OK	yes	yes
04	360v	OK	yes	yes
04	361r	OK	yes	yes
04	361v	OK	yes	yes
04	362r	OK	yes	yes
04	362v	OK	yes	yes
04	363r	OK	yes	yes
04	363v	OK	yes	yes
04	364r	OK	yes	yes
04	364v	OK	yes	yes
04	365r	OK	yes	yes
04	365v	OK	yes	yes
04	366r	OK	yes	yes
04	366v	OK	yes	yes
04	367r	OK	yes	yes
04	367v	OK	yes	yes
04	368r	OK	yes	yes
04	368v	OK	yes	yes
04	369r	OK	yes	yes
04	369v	OK	yes	yes
04	370r	OK	yes	yes
04	370v	OK	yes	yes
04	371r	OK	yes	yes
04	371v	OK	yes	yes
04	372r	OK	yes	yes
04	372v	OK	yes	yes
04	373r	OK	yes	yes
04	373v	OK	yes	yes
04	374r	OK	yes	yes
04	374v	OK	yes	yes
04	375r	OK	yes	yes
04	375v	OK	yes	yes
04	376r	OK	yes	yes
04	376v	OK	yes	yes
04	377r	OK	yes	yes
04	377v	OK	yes	yes
04	378r	OK	yes	yes
04	378v	OK	yes	yes
04	379r	OK	yes	yes
04	379v	OK	yes	yes
04	380r	OK	yes	yes
04	380v	OK	yes	yes
04	381r	OK	yes	yes
04	381v	OK	yes	yes
04	382r	OK	yes	yes
04	382v	OK	yes	yes
04	383r	OK	yes	yes
04	383v	OK	yes	yes
04	384r	OK	yes	yes
04	384v	OK	yes	yes
04	385r	OK	yes	yes
04	385v	OK	yes	yes
04	386r	OK	yes	yes
04	386v	OK	yes	yes
04	387r	OK	yes	yes
04	387v	OK	yes	yes
04	388r	OK	yes	yes
04	388v	OK	yes	yes
04	389r	OK	yes	yes
04	389v	OK	yes	yes
04	390r	OK	yes	yes
04	390v	OK	yes	yes
04	391r	OK	yes	yes
04	391v	OK	yes	yes
04	392r	OK	yes	yes
04	392v	OK	yes	yes
04	393r	OK	yes	yes
04	393v	OK	yes	yes
04	393bisr	OK	yes	yes
04	393bisv	OK	yes	yes
04	394r	OK	yes	yes
04	394v	OK	yes	yes
04	395r	OK	yes	yes
04	395v	OK	yes	yes
04	396r	OK	yes	yes
04	396v	OK	yes	yes
04	397r	OK	yes	yes
04	397v	OK	yes	yes
04	398r	OK	yes	yes
04	398v	OK	yes	yes
04	399r	OK	yes	yes
04	399v	OK	yes	yes
04	400r	OK	yes	yes
04	400v	OK	yes	yes
04	400bisr	OK	yes	yes
04	400bisv	OK	yes	yes
05	001r	OK	yes	yes
05	001v	OK	yes	yes
05	002r	OK	yes	yes
05	002v	OK	yes	yes
05	003r	OK	yes	yes
05	003v	OK	yes	yes
05	004r	OK	yes	yes
05	004v	OK	yes	yes
05	005r	OK	yes	yes
05	005v	OK	yes	yes
05	006r	OK	yes	yes
05	006v	OK	yes	yes
05	007r	OK	yes	yes
05	007v	OK	yes	yes
05	008r	OK	yes	yes
05	008v	OK	yes	yes
05	009r	OK	yes	yes
05	009v	OK	yes	yes
05	010r	OK	yes	yes
05	010v	OK	yes	yes
05	011r	OK	yes	yes
05	011v	OK	yes	yes
05	012r	OK	yes	yes
05	012v	OK	yes	yes
05	013r	OK	yes	yes
05	013v	OK	yes	yes
05	014r	OK	yes	yes
05	014v	OK	yes	yes
05	015r	OK	yes	yes
05	015v	OK	yes	yes
05	016r	OK	yes	yes
05	016v	OK	yes	yes
05	017r	OK	yes	yes
05	017v	OK	yes	yes
05	018r	OK	yes	yes
05	018v	OK	yes	yes
05	019r	OK	yes	yes
05	019v	OK	yes	yes
05	020r	OK	yes	yes
05	020v	OK	yes	yes
05	021r	OK	yes	yes
05	021v	OK	yes	yes
05	022r	OK	yes	yes
05	022v	OK	yes	yes
05	023r	OK	yes	yes
05	023v	OK	yes	yes
05	024r	OK	yes	yes
05	024v	OK	yes	yes
05	025r	OK	yes	yes
05	025v	OK	yes	yes
05	026r	OK	yes	yes
05	026v	OK	yes	yes
05	027r	OK	yes	yes
05	027v	OK	yes	yes
05	028r	OK	yes	yes
05	028v	OK	yes	yes
05	029r	OK	yes	yes
05	029v	OK	yes	yes
05	030r	OK	yes	yes
05	030v	OK	yes	yes
05	031r	OK	yes	yes
05	031v	OK	yes	yes
05	032r	OK	yes	yes
05	032v	OK	yes	yes
05	033r	OK	yes	yes
05	033v	OK	yes	yes
05	034r	OK	yes	yes
05	034v	OK	yes	yes
05	035r	OK	yes	yes
05	035v	OK	yes	yes
05	036r	OK	yes	yes
05	036v	OK	yes	yes
05	037r	OK	yes	yes
05	037v	OK	yes	yes
05	038r	OK	yes	yes
05	038v	OK	yes	yes
05	039r	OK	yes	yes
05	039v	OK	yes	yes
05	040r	OK	yes	yes
05	040v	OK	yes	yes
05	041r	OK	yes	yes
05	041v	OK	yes	yes
05	042r	OK	yes	yes
05	042v	OK	yes	yes
05	043r	OK	yes	yes
05	043v	OK	yes	yes
05	044r	OK	yes	yes
05	044v	OK	yes	yes
05	045r	OK	yes	yes
05	045v	OK	yes	yes
05	046r	OK	yes	yes
05	046v	OK	yes	yes
05	047r	OK	yes	yes
05	047v	OK	yes	yes
05	048r	OK	yes	yes
05	048v	OK	yes	yes
05	049r	OK	yes	yes
05	049v	OK	yes	yes
05	050r	OK	yes	yes
05	050v	OK	yes	yes
05	051r	OK	yes	yes
05	051v	OK	yes	yes
05	052r	OK	yes	yes
05	052v	OK	yes	yes
05	053r	OK	yes	yes
05	053v	OK	yes	yes
05	054r	OK	yes	yes
05	054v	OK	yes	yes
05	055r	OK	yes	yes
05	055v	OK	yes	yes
05	056r	OK	yes	yes
05	056v	OK	yes	yes
05	057r	OK	yes	yes
05	057v	OK	yes	yes
05	058r	OK	yes	yes
05	058v	OK	yes	yes
05	059r	OK	yes	yes
05	059v	OK	yes	yes
05	060r	OK	yes	yes
05	060v	OK	yes	yes
05	061r	OK	yes	yes
05	061v	OK	yes	yes
05	062r	OK	yes	yes
05	062v	OK	yes	yes
05	063r	OK	yes	yes
05	063v	OK	yes	yes
05	064r	OK	yes	yes
05	064v	OK	yes	yes
05	065r	OK	yes	yes
05	065v	OK	yes	yes
05	066r	OK	yes	yes
05	066v	OK	yes	yes
05	067r	OK	yes	yes
05	067v	OK	yes	yes
05	068r	OK	yes	yes
05	068v	OK	yes	yes
05	069r	OK	yes	yes
05	069v	OK	yes	yes
05	070r	OK	yes	yes
05	070v	OK	yes	yes
05	071r	OK	yes	yes
05	071v	OK	yes	yes
05	072r	OK	yes	yes
05	072v	OK	yes	yes
05	073r	OK	yes	yes
05	073v	OK	yes	yes
05	074r	OK	yes	yes
05	074v	OK	yes	yes
05	075r	OK	yes	yes
05	075v	OK	yes	yes
05	076r	OK	yes	yes
05	076v	OK	yes	yes
05	077r	OK	yes	yes
05	077v	OK	yes	yes
05	078r	OK	yes	yes
05	078v	OK	yes	yes
05	079r	OK	yes	yes
05	079v	OK	yes	yes
05	080r	OK	yes	yes
05	080v	OK	yes	yes
05	081r	OK	yes	yes
05	081v	OK	yes	yes
05	082r	OK	yes	yes
05	082v	OK	yes	yes
05	083r	OK	yes	yes
05	083v	OK	yes	yes
05	084r	OK	yes	yes
05	084v	OK	yes	yes
05	085r	OK	yes	yes
05	085v	OK	yes	yes
05	086r	OK	yes	yes
05	086v	OK	yes	yes
05	087r	OK	yes	yes
05	087v	OK	yes	yes
05	088r	OK	yes	yes
05	088v	OK	yes	yes
05	089r	OK	yes	yes
05	089v	OK	yes	yes
05	090r	OK	yes	yes
05	090v	OK	yes	yes
05	091r	OK	yes	yes
05	091v	OK	yes	yes
05	092r	OK	yes	yes
05	092v	OK	yes	yes
05	093r	OK	yes	yes
05	093v	OK	yes	yes
05	094r	OK	yes	yes
05	094v	OK	yes	yes
05	095r	OK	yes	yes
05	095v	OK	yes	yes
05	096r	OK	yes	yes
05	096v	OK	yes	yes
05	097r	OK	yes	yes
05	097v	OK	yes	yes
05	098r	OK	yes	yes
05	098v	OK	yes	yes
05	099r	OK	yes	yes
05	099v	OK	yes	yes
05	100r	OK	yes	yes
05	100v	OK	yes	yes
05	101r	OK	yes	yes
05	101v	OK	yes	yes
05	102r	OK	yes	yes
05	102v	OK	yes	yes
05	103r	OK	yes	yes
05	103v	OK	yes	yes
05	104r	OK	yes	yes
05	104v	OK	yes	yes
05	105r	OK	yes	yes
05	105v	OK	yes	yes
05	106r	OK	yes	yes
05	106v	OK	yes	yes
05	107r	OK	yes	yes
05	107v	OK	yes	yes
05	108r	OK	yes	yes
05	108v	OK	yes	yes
05	109r	OK	yes	yes
05	109v	OK	yes	yes
05	110r	OK	yes	yes
05	110v	OK	yes	yes
05	111r	OK	yes	yes
05	111v	OK	yes	yes
05	112r	OK	yes	yes
05	112v	OK	yes	yes
05	113r	OK	yes	yes
05	113v	OK	yes	yes
05	114r	OK	yes	yes
05	114v	OK	yes	yes
05	115r	OK	yes	yes
05	115v	OK	yes	yes
05	116r	OK	yes	yes
05	116v	OK	yes	yes
05	117r	OK	yes	yes
05	117v	OK	yes	yes
05	118r	OK	yes	yes
05	118v	OK	yes	yes
05	119r	OK	yes	yes
05	119v	OK	yes	yes
05	120r	OK	yes	yes
05	120v	OK	yes	yes
05	121r	OK	yes	yes
05	121v	OK	yes	yes
05	122r	OK	yes	yes
05	122v	OK	yes	yes
05	123r	OK	yes	yes
05	123v	OK	yes	yes
05	124r	OK	yes	yes
05	124v	OK	yes	yes
05	125r	OK	yes	yes
05	125v	OK	yes	yes
05	126r	OK	yes	yes
05	126v	OK	yes	yes
05	127r	OK	yes	yes
05	127v	OK	yes	yes
05	128r	OK	yes	yes
05	128v	OK	yes	yes
05	129r	OK	yes	yes
05	129v	OK	yes	yes
05	130r	OK	yes	yes
05	130v	OK	yes	yes
05	131r	OK	yes	yes
05	131v	OK	yes	yes
05	132r	OK	yes	yes
